row_id,hotel,arrival_date_year,arrival_date_month,actual_is_canceled,predicted_cancel_prob
64959,City Hotel,2017,March,1,1.0
69733,City Hotel,2017,June,1,0.11
10232,Resort Hotel,2017,February,1,1.0
102314,City Hotel,2016,November,0,0.0
45804,City Hotel,2015,November,0,0.02942441629521091
38295,Resort Hotel,2017,July,0,0.06
49051,City Hotel,2016,April,1,0.7203333333333333
11183,Resort Hotel,2017,April,1,0.96
84726,City Hotel,2016,March,0,0.02
35610,Resort Hotel,2017,April,0,0.21
13364,Resort Hotel,2017,August,1,0.69
3954,Resort Hotel,2016,February,0,0.0
92112,City Hotel,2016,June,0,0.05
118854,City Hotel,2017,August,0,0.03
6842,Resort Hotel,2016,July,0,0.0
21708,Resort Hotel,2016,March,0,0.35
34391,Resort Hotel,2017,March,0,0.0
55983,City Hotel,2016,August,1,0.64
29900,Resort Hotel,2016,November,0,0.0
55308,City Hotel,2016,August,1,1.0
54528,City Hotel,2016,July,1,0.23666666666666664
77710,City Hotel,2015,September,0,0.01
19621,Resort Hotel,2015,December,0,0.01
2330,Resort Hotel,2015,October,1,1.0
32685,Resort Hotel,2017,March,0,0.01
34115,Resort Hotel,2017,March,0,0.6
45142,City Hotel,2015,October,1,0.75
75677,City Hotel,2015,August,1,1.0
83978,City Hotel,2016,February,0,0.43
109146,City Hotel,2017,April,0,0.07
23834,Resort Hotel,2016,May,0,0.01
77018,City Hotel,2015,August,0,0.0
79610,City Hotel,2015,December,1,1.0
60436,City Hotel,2016,November,1,0.36
28819,Resort Hotel,2016,October,0,0.0
23730,Resort Hotel,2016,April,0,0.1
110696,City Hotel,2017,April,0,0.4475
69833,City Hotel,2017,June,1,1.0
110093,City Hotel,2017,April,0,0.34
11387,Resort Hotel,2017,May,1,0.2
24290,Resort Hotel,2016,May,0,0.0
63098,City Hotel,2017,January,1,0.39625
37820,Resort Hotel,2017,June,0,0.01
35228,Resort Hotel,2017,April,0,0.23
58840,City Hotel,2016,October,1,0.6
55880,City Hotel,2016,August,1,1.0
24424,Resort Hotel,2016,May,0,0.04
58713,City Hotel,2016,October,1,0.305
2120,Resort Hotel,2015,October,0,0.0
96636,City Hotel,2016,September,0,0.06
47994,City Hotel,2016,March,1,0.77
34274,Resort Hotel,2017,March,0,0.01
88765,City Hotel,2016,September,0,0.2
113906,City Hotel,2017,June,0,0.33
33045,Resort Hotel,2017,February,0,0.12
87457,City Hotel,2016,April,0,0.11
52207,City Hotel,2016,June,1,1.0
18364,Resort Hotel,2016,February,1,1.0
103894,City Hotel,2016,December,0,0.5081507936507937
64760,City Hotel,2017,March,1,0.27
100966,City Hotel,2016,November,0,0.0
38442,Resort Hotel,2017,July,0,0.32
58354,City Hotel,2016,October,1,0.15662745587745577
94760,City Hotel,2016,August,0,0.12
10021,Resort Hotel,2017,February,1,0.71
3112,Resort Hotel,2015,November,0,0.0
21684,Resort Hotel,2016,March,0,0.013999999999999999
86269,City Hotel,2017,January,0,0.07
97095,City Hotel,2016,September,0,0.11
38533,Resort Hotel,2017,July,0,0.12
44060,City Hotel,2015,September,1,1.0
13653,Resort Hotel,2017,August,1,0.8
78624,City Hotel,2015,October,0,0.09
100441,City Hotel,2016,October,0,0.17
6065,Resort Hotel,2016,May,0,0.0
25266,Resort Hotel,2016,June,0,0.01
56999,City Hotel,2016,September,1,1.0
15723,Resort Hotel,2015,September,1,1.0
49413,City Hotel,2016,April,1,0.6075
98954,City Hotel,2016,October,0,0.29555555555555557
105245,City Hotel,2017,January,0,0.7879999999999999
37837,Resort Hotel,2017,June,0,0.06
89526,City Hotel,2016,May,0,0.06
20615,Resort Hotel,2016,February,0,0.02
72163,City Hotel,2017,July,1,0.33
20269,Resort Hotel,2016,January,0,0.19
106756,City Hotel,2017,May,0,0.03
111683,City Hotel,2017,May,0,0.43
65034,City Hotel,2017,March,1,1.0
74216,City Hotel,2015,July,1,1.0
40820,City Hotel,2015,August,0,0.06916666666666667
94784,City Hotel,2016,August,0,0.31
118910,City Hotel,2017,August,0,0.0
80383,City Hotel,2015,December,1,1.0
27284,Resort Hotel,2016,August,0,0.75
24088,Resort Hotel,2016,May,0,0.01
106416,City Hotel,2017,February,0,0.7
90779,City Hotel,2016,June,0,0.03
92728,City Hotel,2016,July,0,0.51
41857,City Hotel,2015,August,0,0.1036923076923077
45438,City Hotel,2015,October,0,0.0
42943,City Hotel,2015,September,0,0.20900000000000002
80958,City Hotel,2015,December,1,0.94
39749,Resort Hotel,2017,August,0,0.42
101856,City Hotel,2016,November,0,0.58
118318,City Hotel,2017,August,0,0.36
80972,City Hotel,2015,November,1,0.84
57133,City Hotel,2016,September,1,1.0
15815,Resort Hotel,2015,October,1,0.98
68944,City Hotel,2017,May,1,0.48
7110,Resort Hotel,2016,July,1,0.4045
99829,City Hotel,2016,October,0,0.0
96626,City Hotel,2016,September,0,0.67
43849,City Hotel,2015,September,1,1.0
7950,Resort Hotel,2016,September,1,0.7161666666666666
99748,City Hotel,2016,October,0,0.64
89761,City Hotel,2016,May,0,0.0
95645,City Hotel,2016,August,0,0.73
114130,City Hotel,2017,June,0,0.53
8289,Resort Hotel,2016,September,0,0.0
81951,City Hotel,2016,August,1,1.0
18849,Resort Hotel,2015,November,0,0.05
91512,City Hotel,2016,June,0,0.01
108823,City Hotel,2017,March,0,0.14
102952,City Hotel,2016,December,0,0.58
55551,City Hotel,2016,August,1,0.65
36214,Resort Hotel,2017,May,0,0.02
83278,City Hotel,2016,January,0,0.02
51606,City Hotel,2016,May,1,0.86
27782,Resort Hotel,2016,September,0,0.0
72577,City Hotel,2017,July,1,0.61
95391,City Hotel,2016,October,0,0.05
30521,Resort Hotel,2016,November,0,0.02
88089,City Hotel,2016,April,0,0.0
107672,City Hotel,2017,March,0,0.21
76315,City Hotel,2015,July,1,0.82
46198,City Hotel,2015,December,0,0.03
7656,Resort Hotel,2016,August,1,0.42
21428,Resort Hotel,2016,February,0,0.085
17095,Resort Hotel,2016,September,0,0.5566666666666666
113431,City Hotel,2017,June,0,0.3
24249,Resort Hotel,2016,May,0,0.0
1775,Resort Hotel,2015,September,1,0.35555555555555557
102092,City Hotel,2016,November,0,0.0
2850,Resort Hotel,2015,November,0,0.0
48960,City Hotel,2016,April,1,0.38
22678,Resort Hotel,2016,March,0,0.18285714285714286
95258,City Hotel,2016,August,0,0.1625
39203,Resort Hotel,2017,August,0,0.36
72682,City Hotel,2017,August,1,0.88
105498,City Hotel,2017,February,0,0.01
44786,City Hotel,2015,October,0,0.0
28667,Resort Hotel,2016,October,0,0.53
102601,City Hotel,2016,November,0,0.04
118643,City Hotel,2017,August,0,0.16
21430,Resort Hotel,2016,February,0,0.07
91128,City Hotel,2016,June,0,0.04
207,Resort Hotel,2015,July,0,0.01
53416,City Hotel,2016,June,1,0.7
28328,Resort Hotel,2016,September,0,0.14
101629,City Hotel,2016,November,0,0.27
104011,City Hotel,2017,January,0,0.04
51638,City Hotel,2016,May,0,0.22
77642,City Hotel,2015,September,0,0.0
16985,Resort Hotel,2015,September,0,0.29
57366,City Hotel,2016,September,1,0.64
14963,Resort Hotel,2016,November,0,0.08199999999999999
38830,Resort Hotel,2017,July,0,0.25
22701,Resort Hotel,2016,March,0,0.0
30407,Resort Hotel,2016,November,0,0.09
59177,City Hotel,2016,October,1,1.0
11016,Resort Hotel,2017,April,1,0.53
90726,City Hotel,2016,June,0,0.0
73557,City Hotel,2017,August,1,0.86
95005,City Hotel,2016,August,0,0.34
77914,City Hotel,2015,September,0,0.02
21467,Resort Hotel,2016,February,0,0.17
86876,City Hotel,2016,April,0,0.14
30556,Resort Hotel,2016,November,0,0.35
94584,City Hotel,2016,August,0,0.06
21015,Resort Hotel,2016,February,0,0.02
89162,City Hotel,2016,May,0,0.03
23602,Resort Hotel,2016,April,0,0.18
29250,Resort Hotel,2016,October,0,0.0
87424,City Hotel,2016,April,0,0.1
40352,City Hotel,2015,July,0,0.0
16900,Resort Hotel,2015,October,0,0.07
52798,City Hotel,2016,June,1,1.0
21223,Resort Hotel,2016,February,0,0.08333333333333331
48875,City Hotel,2016,April,1,0.72
67745,City Hotel,2017,May,1,1.0
9450,Resort Hotel,2016,November,1,0.61
8066,Resort Hotel,2016,September,1,0.81
7621,Resort Hotel,2016,August,1,0.92
9076,Resort Hotel,2016,October,1,0.17233333333333334
117445,City Hotel,2017,July,0,0.22
102945,City Hotel,2016,December,0,0.3425
108619,City Hotel,2017,March,0,0.03
1152,Resort Hotel,2015,August,1,0.29
75828,City Hotel,2015,September,1,1.0
45533,City Hotel,2015,November,1,1.0
85013,City Hotel,2016,March,0,0.06
7164,Resort Hotel,2016,July,0,0.0
43033,City Hotel,2015,September,0,0.05
54870,City Hotel,2016,July,1,1.0
2133,Resort Hotel,2015,October,1,1.0
53589,City Hotel,2016,June,1,1.0
43356,City Hotel,2015,September,1,1.0
6456,Resort Hotel,2016,June,1,1.0
75088,City Hotel,2015,July,1,1.0
108317,City Hotel,2017,March,0,0.0
32033,Resort Hotel,2017,January,0,0.0
19401,Resort Hotel,2015,December,0,0.04
115678,City Hotel,2017,July,0,0.04
19413,Resort Hotel,2015,December,0,0.04
97603,City Hotel,2016,September,0,0.11
51981,City Hotel,2016,May,1,0.95
74939,City Hotel,2015,October,1,0.91
14403,Resort Hotel,2017,August,0,0.6
38918,Resort Hotel,2017,July,0,0.08
43796,City Hotel,2015,September,0,0.06166666666666667
81645,City Hotel,2015,December,0,0.06
112289,City Hotel,2017,May,0,0.35
13596,Resort Hotel,2017,August,1,0.32
64926,City Hotel,2017,March,1,1.0
114907,City Hotel,2017,June,0,0.09
9689,Resort Hotel,2016,December,1,0.18
38403,Resort Hotel,2017,July,0,0.04
5546,Resort Hotel,2016,May,0,0.0
101091,City Hotel,2016,November,0,0.74
110210,City Hotel,2017,April,0,0.05
46704,City Hotel,2016,January,0,0.37
60627,City Hotel,2016,November,1,1.0
75392,City Hotel,2015,September,1,1.0
73849,City Hotel,2015,August,1,1.0
2184,Resort Hotel,2015,October,1,1.0
91762,City Hotel,2016,June,0,0.0
45606,City Hotel,2015,November,1,1.0
50738,City Hotel,2016,May,1,0.4
75097,City Hotel,2015,July,1,1.0
111464,City Hotel,2017,May,0,0.01
27816,Resort Hotel,2016,September,0,0.0
26223,Resort Hotel,2016,July,0,0.31
62939,City Hotel,2017,January,1,1.0
42888,City Hotel,2015,September,0,0.38770153464464796
85621,City Hotel,2016,March,0,0.0
114715,City Hotel,2017,June,0,0.40666666666666673
985,Resort Hotel,2015,August,0,0.4
23382,Resort Hotel,2016,April,0,0.0
42541,City Hotel,2015,September,1,0.15
52059,City Hotel,2016,May,1,0.17
5393,Resort Hotel,2016,April,1,1.0
11639,Resort Hotel,2017,May,1,0.72
47595,City Hotel,2016,February,1,1.0
22934,Resort Hotel,2016,April,0,0.04
104424,City Hotel,2017,January,0,0.04
4461,Resort Hotel,2016,March,1,0.96
41629,City Hotel,2015,August,0,0.27
67741,City Hotel,2017,May,1,1.0
44558,City Hotel,2015,October,0,0.0
78304,City Hotel,2015,October,0,0.0
63417,City Hotel,2017,February,1,0.23
59298,City Hotel,2016,October,1,0.69
39517,Resort Hotel,2017,August,0,0.56
118116,City Hotel,2017,August,0,0.0
93554,City Hotel,2016,July,0,0.0
117229,City Hotel,2017,July,0,0.25
58758,City Hotel,2016,October,1,1.0
1293,Resort Hotel,2015,August,0,0.14
16404,Resort Hotel,2015,August,0,0.3833333333333333
52482,City Hotel,2016,June,1,1.0
8100,Resort Hotel,2016,September,1,0.84
45353,City Hotel,2015,October,0,0.018181818181818184
93360,City Hotel,2016,July,0,0.0
108251,City Hotel,2017,March,0,0.11666666666666665
14934,Resort Hotel,2016,January,0,0.13
77809,City Hotel,2015,September,0,0.01
10102,Resort Hotel,2017,February,1,0.32
100589,City Hotel,2016,October,0,0.095
73330,City Hotel,2017,August,1,0.02
72258,City Hotel,2017,July,1,0.71
8914,Resort Hotel,2016,October,1,0.81
96610,City Hotel,2016,August,0,0.03
88328,City Hotel,2016,May,0,0.3
22936,Resort Hotel,2016,April,0,0.36
44258,City Hotel,2015,October,0,0.0943315108414261
101884,City Hotel,2016,November,0,0.56
36987,Resort Hotel,2017,June,0,0.14
113307,City Hotel,2017,June,0,0.3
22420,Resort Hotel,2016,March,0,0.01
66385,City Hotel,2017,April,1,0.88
35600,Resort Hotel,2017,April,0,0.3
91231,City Hotel,2016,June,0,0.08
15991,Resort Hotel,2015,August,0,0.08
53474,City Hotel,2016,June,1,0.77
29092,Resort Hotel,2016,October,0,0.11
73785,City Hotel,2015,July,1,1.0
42057,City Hotel,2015,August,1,1.0
81253,City Hotel,2015,December,0,0.0
92400,City Hotel,2016,July,0,0.17
1653,Resort Hotel,2015,September,1,0.83
110355,City Hotel,2017,April,0,0.535
86657,City Hotel,2016,April,0,0.021354144133885807
79463,City Hotel,2016,January,1,1.0
31583,Resort Hotel,2016,December,0,0.05
64927,City Hotel,2017,March,1,1.0
56720,City Hotel,2016,September,1,0.29
104069,City Hotel,2017,January,0,0.17
98085,City Hotel,2016,September,0,0.0
6662,Resort Hotel,2016,June,0,0.0
84765,City Hotel,2016,March,0,0.01
25200,Resort Hotel,2016,June,0,0.04
40563,City Hotel,2015,August,1,0.6843043462815137
83720,City Hotel,2016,February,0,0.27
44848,City Hotel,2015,October,0,0.03
12043,Resort Hotel,2017,June,1,0.26
41803,City Hotel,2015,August,0,0.0
103957,City Hotel,2016,December,0,0.0
106603,City Hotel,2017,February,0,0.18
71865,City Hotel,2017,July,1,0.09
61730,City Hotel,2016,December,1,0.78
86169,City Hotel,2016,March,0,0.0
26926,Resort Hotel,2016,August,0,0.04
105630,City Hotel,2017,February,0,0.07
85061,City Hotel,2016,March,0,0.07
100929,City Hotel,2016,October,0,0.06
108600,City Hotel,2017,March,0,0.12333333333333334
62834,City Hotel,2017,January,1,1.0
53587,City Hotel,2016,June,1,1.0
112856,City Hotel,2017,May,0,0.02
34255,Resort Hotel,2017,March,0,0.03
111996,City Hotel,2017,May,0,0.3
109692,City Hotel,2017,April,0,0.07
26358,Resort Hotel,2016,July,0,0.08
99766,City Hotel,2016,October,0,0.44
109358,City Hotel,2017,April,0,0.05
104800,City Hotel,2017,January,0,0.36
35967,Resort Hotel,2017,May,0,0.01
75816,City Hotel,2015,September,1,1.0
16052,Resort Hotel,2015,July,0,0.01
80230,City Hotel,2015,November,0,0.0
109629,City Hotel,2017,April,0,0.86
89203,City Hotel,2016,May,0,0.52
114551,City Hotel,2017,June,0,0.4
60652,City Hotel,2016,November,1,0.32
18929,Resort Hotel,2015,December,0,0.0
60651,City Hotel,2016,November,1,0.08
31453,Resort Hotel,2016,December,0,0.09
11231,Resort Hotel,2017,April,1,0.71
72758,City Hotel,2017,August,1,0.23
74101,City Hotel,2015,September,1,1.0
118315,City Hotel,2017,August,0,0.24
92995,City Hotel,2016,July,0,0.04
102155,City Hotel,2016,November,0,0.04
39124,Resort Hotel,2017,July,0,0.34
103906,City Hotel,2016,December,0,0.5081507936507937
36634,Resort Hotel,2017,May,0,0.01
105694,City Hotel,2017,February,0,0.02
72401,City Hotel,2017,July,1,1.0
13705,Resort Hotel,2017,August,1,0.08
110221,City Hotel,2017,April,0,0.21
83393,City Hotel,2016,January,0,0.14
44229,City Hotel,2015,October,0,0.0943315108414261
3646,Resort Hotel,2015,December,1,0.865
27454,Resort Hotel,2016,August,0,0.12
20556,Resort Hotel,2016,February,0,0.02
83262,City Hotel,2016,January,0,0.81
73213,City Hotel,2017,August,1,0.5533333333333333
31878,Resort Hotel,2017,January,0,0.08
50507,City Hotel,2016,May,1,1.0
18259,Resort Hotel,2015,November,0,0.02
10301,Resort Hotel,2017,February,1,0.32
88385,City Hotel,2016,May,0,0.1
36141,Resort Hotel,2017,May,0,0.24
68951,City Hotel,2017,May,1,0.4
94212,City Hotel,2016,July,0,0.01
51532,City Hotel,2016,May,1,0.92
21849,Resort Hotel,2016,March,0,0.39441243571007
12623,Resort Hotel,2017,July,1,0.59
65121,City Hotel,2017,March,1,0.7166666666666666
84866,City Hotel,2016,March,0,0.42
112760,City Hotel,2017,May,0,0.33
78115,City Hotel,2015,October,0,0.03
63580,City Hotel,2017,February,1,0.95
2295,Resort Hotel,2015,October,1,0.04
112429,City Hotel,2017,May,0,0.16166666666666665
67427,City Hotel,2017,May,1,1.0
108470,City Hotel,2017,March,0,0.52
26059,Resort Hotel,2016,July,0,0.4225
60845,City Hotel,2016,November,1,0.14400000000000002
75282,City Hotel,2015,August,1,1.0
61391,City Hotel,2016,December,1,0.03
38605,Resort Hotel,2017,July,0,0.4
92668,City Hotel,2016,July,0,0.24
79272,City Hotel,2015,October,0,0.12
114107,City Hotel,2017,June,0,0.27
106319,City Hotel,2017,February,0,0.0
63985,City Hotel,2017,February,1,0.69
100733,City Hotel,2016,October,0,0.11
56606,City Hotel,2016,September,1,1.0
23557,Resort Hotel,2016,April,0,0.0
42345,City Hotel,2015,September,1,1.0
84002,City Hotel,2016,February,0,0.34
108532,City Hotel,2017,March,0,0.0
16399,Resort Hotel,2015,August,0,0.37
52935,City Hotel,2016,June,1,1.0
115690,City Hotel,2017,July,0,0.45
96504,City Hotel,2016,September,0,0.93
25587,Resort Hotel,2016,July,0,0.25
64037,City Hotel,2017,February,1,0.5
57449,City Hotel,2016,September,1,0.99
39409,Resort Hotel,2017,August,0,0.24
72756,City Hotel,2017,August,1,0.25
101341,City Hotel,2016,November,0,0.07
96155,City Hotel,2016,August,0,0.43
112971,City Hotel,2017,May,0,0.12
42579,City Hotel,2015,September,0,0.17
107506,City Hotel,2017,March,0,0.4333333333333333
59106,City Hotel,2016,October,1,1.0
10304,Resort Hotel,2017,February,1,0.42
87110,City Hotel,2016,April,0,0.21
30843,Resort Hotel,2016,November,0,0.26
113480,City Hotel,2017,June,0,0.29
62579,City Hotel,2017,January,1,0.81
95220,City Hotel,2016,August,0,0.21
62089,City Hotel,2017,January,1,0.81
114391,City Hotel,2017,June,0,0.12
31301,Resort Hotel,2016,December,0,0.4108333333333333
54160,City Hotel,2016,July,1,0.77
69812,City Hotel,2017,June,1,1.0
56607,City Hotel,2016,September,1,1.0
43064,City Hotel,2015,September,1,0.22438095238095232
68270,City Hotel,2017,May,1,1.0
62172,City Hotel,2017,January,1,0.38
70259,City Hotel,2017,June,1,1.0
76918,City Hotel,2015,September,1,1.0
77805,City Hotel,2015,October,1,1.0
34229,Resort Hotel,2017,March,0,0.01
59647,City Hotel,2016,October,1,0.25
95325,City Hotel,2016,August,0,0.13
67094,City Hotel,2017,April,1,0.98
10524,Resort Hotel,2017,March,1,0.98375
22846,Resort Hotel,2016,April,0,0.0
5418,Resort Hotel,2016,April,1,0.19
111325,City Hotel,2017,May,0,0.21
17964,Resort Hotel,2015,October,0,0.04
49582,City Hotel,2016,April,1,0.34480677561665785
69796,City Hotel,2017,June,1,0.37
57148,City Hotel,2016,September,1,1.0
112541,City Hotel,2017,May,0,0.04
33884,Resort Hotel,2017,March,0,0.021875
55801,City Hotel,2016,August,1,0.59
51007,City Hotel,2016,May,1,1.0
86100,City Hotel,2016,March,0,0.17
17571,Resort Hotel,2015,October,0,0.06
10527,Resort Hotel,2017,March,1,0.45
58972,City Hotel,2016,October,1,0.96
50639,City Hotel,2016,May,1,1.0
38328,Resort Hotel,2017,July,0,0.17
31388,Resort Hotel,2016,December,0,0.38
61419,City Hotel,2016,December,1,0.8129411764705883
91179,City Hotel,2016,June,0,0.0
110633,City Hotel,2017,April,0,0.87
18818,Resort Hotel,2015,November,0,0.0
106926,City Hotel,2017,March,0,0.03
27667,Resort Hotel,2016,September,0,0.14
106313,City Hotel,2017,February,0,0.0
27483,Resort Hotel,2016,August,0,0.45
11627,Resort Hotel,2017,May,1,0.37
84641,City Hotel,2016,February,0,0.035
3096,Resort Hotel,2015,November,1,0.73
84104,City Hotel,2016,February,0,0.0
91008,City Hotel,2016,June,0,0.33
69460,City Hotel,2017,May,1,1.0
22431,Resort Hotel,2016,March,0,0.01
24857,Resort Hotel,2016,June,0,0.07
25330,Resort Hotel,2016,June,0,0.01
28378,Resort Hotel,2016,September,0,0.01
81218,City Hotel,2015,December,0,0.15
23039,Resort Hotel,2016,September,0,0.51
112764,City Hotel,2017,May,0,0.09
112065,City Hotel,2017,May,0,0.62
71373,City Hotel,2017,July,1,1.0
33759,Resort Hotel,2017,February,0,0.06666666666666667
15781,Resort Hotel,2015,July,0,0.55
70334,City Hotel,2017,June,1,0.09333333333333334
77430,City Hotel,2015,September,0,0.0
27859,Resort Hotel,2016,September,0,0.16
52411,City Hotel,2016,June,1,1.0
31001,Resort Hotel,2016,December,0,0.1
14412,Resort Hotel,2016,October,0,0.34
58854,City Hotel,2016,October,1,0.45243589743589746
40989,City Hotel,2015,August,0,0.25
69646,City Hotel,2017,June,1,1.0
17786,Resort Hotel,2016,May,0,0.3
42817,City Hotel,2015,September,0,0.01
18694,Resort Hotel,2015,November,0,0.05
90461,City Hotel,2016,June,0,0.0
39828,Resort Hotel,2017,August,0,0.68
56596,City Hotel,2016,September,1,1.0
82223,City Hotel,2016,January,1,0.6971428571428572
83955,City Hotel,2016,February,0,0.33
39162,Resort Hotel,2017,July,0,0.01
33229,Resort Hotel,2017,February,0,0.02
70400,City Hotel,2017,June,1,1.0
9932,Resort Hotel,2017,January,1,0.54
117808,City Hotel,2017,August,0,0.14
46166,City Hotel,2015,December,0,0.02
84361,City Hotel,2016,February,0,0.02
113648,City Hotel,2017,June,0,0.01
63799,City Hotel,2017,February,1,0.36
106073,City Hotel,2017,February,0,0.3142857142857143
33793,Resort Hotel,2017,March,0,0.0
11764,Resort Hotel,2017,May,1,0.65
17035,Resort Hotel,2015,September,0,0.01
17597,Resort Hotel,2015,October,0,0.0
73661,City Hotel,2017,August,1,0.49
14344,Resort Hotel,2017,March,0,0.04
97184,City Hotel,2016,September,0,0.15
54964,City Hotel,2016,August,1,0.89
54755,City Hotel,2016,July,1,0.5
65608,City Hotel,2017,April,1,1.0
15570,Resort Hotel,2015,July,0,0.01
99898,City Hotel,2016,October,0,0.0
54068,City Hotel,2016,July,1,0.14
55370,City Hotel,2016,August,1,0.7
9132,Resort Hotel,2016,October,1,0.68
85508,City Hotel,2016,March,0,0.03
77904,City Hotel,2015,September,0,0.0
11141,Resort Hotel,2017,April,1,1.0
52791,City Hotel,2016,June,1,1.0
49549,City Hotel,2016,April,1,0.74
106602,City Hotel,2017,February,0,0.21
42426,City Hotel,2015,September,0,0.0
108377,City Hotel,2017,March,0,0.24583333333333332
103259,City Hotel,2016,December,0,0.03
8761,Resort Hotel,2016,October,0,0.0
85070,City Hotel,2016,March,0,0.025
65033,City Hotel,2017,March,1,0.05
41715,City Hotel,2015,August,1,0.63
79325,City Hotel,2015,October,0,0.0
75337,City Hotel,2015,August,1,1.0
34812,Resort Hotel,2017,April,0,0.067
116986,City Hotel,2017,July,0,0.15
118628,City Hotel,2017,August,0,0.35
4967,Resort Hotel,2016,April,1,0.2
24632,Resort Hotel,2016,May,0,0.42
115766,City Hotel,2017,July,0,0.09
60875,City Hotel,2016,November,1,0.93
118799,City Hotel,2017,August,0,0.09666666666666666
114366,City Hotel,2017,June,0,0.07
112962,City Hotel,2017,May,0,0.46
33631,Resort Hotel,2017,February,0,0.12
97865,City Hotel,2016,September,0,0.0
52258,City Hotel,2016,June,1,1.0
54679,City Hotel,2016,July,1,0.81
13336,Resort Hotel,2017,August,1,0.32
4841,Resort Hotel,2016,April,1,0.03
44383,City Hotel,2015,October,0,0.028095238095238093
7809,Resort Hotel,2016,August,1,0.5
90871,City Hotel,2016,June,0,0.07413608540659881
34827,Resort Hotel,2017,April,0,0.16
31006,Resort Hotel,2016,December,0,0.75
64319,City Hotel,2017,March,1,0.45
31402,Resort Hotel,2016,December,0,0.78
11260,Resort Hotel,2017,April,1,0.78
20536,Resort Hotel,2016,January,0,0.3
103498,City Hotel,2016,December,0,0.499
9852,Resort Hotel,2017,January,1,0.025
58423,City Hotel,2016,October,1,1.0
4064,Resort Hotel,2016,February,1,1.0
31330,Resort Hotel,2016,December,0,0.2
45167,City Hotel,2015,October,0,0.0
888,Resort Hotel,2015,August,0,0.01
30664,Resort Hotel,2016,November,0,0.0
114064,City Hotel,2017,June,0,0.0
112498,City Hotel,2017,May,0,0.02
28586,Resort Hotel,2016,October,0,0.02
27451,Resort Hotel,2016,August,0,0.28
2747,Resort Hotel,2015,October,0,0.1035769230769231
4412,Resort Hotel,2016,March,1,0.45
1827,Resort Hotel,2015,September,0,0.0
64340,City Hotel,2017,March,1,0.5902272727272727
15808,Resort Hotel,2015,August,0,0.01
89394,City Hotel,2016,May,0,0.3326722687111127
21742,Resort Hotel,2016,March,0,0.0
14292,Resort Hotel,2016,February,0,0.07
80133,City Hotel,2015,November,0,0.0
87584,City Hotel,2016,April,0,0.03
57498,City Hotel,2016,September,1,1.0
56697,City Hotel,2016,September,1,0.36
1897,Resort Hotel,2015,September,0,0.0
36770,Resort Hotel,2017,May,0,0.0
61269,City Hotel,2016,December,1,0.61
59483,City Hotel,2016,October,1,1.0
49123,City Hotel,2016,April,1,1.0
49,Resort Hotel,2015,July,0,0.01
45812,City Hotel,2015,November,0,0.47422902097902087
92812,City Hotel,2016,July,0,0.0
69816,City Hotel,2017,June,1,1.0
102324,City Hotel,2016,November,0,0.03
66283,City Hotel,2017,April,1,0.95
16577,Resort Hotel,2015,August,0,0.026363636363636363
61275,City Hotel,2016,December,1,0.48
83356,City Hotel,2016,January,0,0.0
68508,City Hotel,2017,May,1,1.0
7435,Resort Hotel,2016,August,1,0.4
47439,City Hotel,2016,February,1,0.56
75244,City Hotel,2015,August,1,1.0
39559,Resort Hotel,2017,August,0,0.17
41423,City Hotel,2015,August,0,0.14
14521,Resort Hotel,2016,January,0,0.0
13328,Resort Hotel,2017,August,1,0.77
32960,Resort Hotel,2017,February,0,0.025
50474,City Hotel,2016,May,1,0.78
18654,Resort Hotel,2015,November,0,0.04
52217,City Hotel,2016,June,1,1.0
44775,City Hotel,2015,October,0,0.0
49660,City Hotel,2016,April,1,1.0
31399,Resort Hotel,2016,December,0,0.18
18065,Resort Hotel,2015,October,0,0.03
1352,Resort Hotel,2015,August,1,0.7515384615384616
79967,City Hotel,2015,November,0,0.0
97288,City Hotel,2016,September,0,0.0
59452,City Hotel,2016,October,1,1.0
56244,City Hotel,2016,September,1,0.79
106677,City Hotel,2017,February,0,0.42
105199,City Hotel,2017,January,0,0.35
32759,Resort Hotel,2017,February,0,0.08
56372,City Hotel,2016,September,1,0.69
100409,City Hotel,2016,October,0,0.1
86364,City Hotel,2016,March,0,0.22
77104,City Hotel,2015,September,0,0.0
41914,City Hotel,2015,August,1,0.32
49181,City Hotel,2016,April,1,1.0
106691,City Hotel,2017,February,0,0.05
105884,City Hotel,2017,February,0,0.1
81138,City Hotel,2015,November,0,0.0
30167,Resort Hotel,2016,November,0,0.28
17379,Resort Hotel,2015,September,0,0.0
30393,Resort Hotel,2016,November,0,0.01
44691,City Hotel,2015,October,0,0.0
66168,City Hotel,2017,April,1,0.99
114827,City Hotel,2017,June,0,0.03
49333,City Hotel,2016,April,1,0.83
87425,City Hotel,2016,April,0,0.64
18867,Resort Hotel,2015,December,0,0.05
17243,Resort Hotel,2015,November,1,1.0
9124,Resort Hotel,2016,October,1,0.52
32191,Resort Hotel,2017,January,0,0.0
28246,Resort Hotel,2016,September,0,0.03
40646,City Hotel,2015,August,1,0.04
56004,City Hotel,2016,August,1,0.74
37319,Resort Hotel,2017,June,0,0.01
72951,City Hotel,2017,August,1,0.6
99993,City Hotel,2016,October,0,0.0
118403,City Hotel,2017,August,0,0.4
42356,City Hotel,2015,September,1,1.0
41813,City Hotel,2015,August,0,0.03
10670,Resort Hotel,2017,March,1,1.0
